latitude,longitude,installation_year,age,pressure,depth,prev_repairs,last_inspection,traffic_load,elevation,ground_movement_risk,water_proximity,temp_fluctuation,leak_count,days_since_last_leak,avg_repair_cost,had_leak_recently,material_Asbestos Cement,material_Cast Iron,material_Ductile Iron,material_HDPE,material_PVC,material_Steel,diameter_large (14-24),diameter_medium (8-12),diameter_small (2-6),diameter_very large (>24),soil_type_Clay,soil_type_Loam,soil_type_Rocky,soil_type_Sandy,soil_type_Silt
36.702346182445496,-121.98223272884726,1944,79,25.48,4.71,1,93,4,652.6849605680158,8.447169464188404,3098.132262275721,16.7554304065479,0.0,1825.0,0.0,0,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False
35.78989105034931,-119.62092496413408,1954,69,58.94,5.7,9,956,3,872.5795612191148,6.950000509802504,4936.062116646193,17.583143303566743,0.0,1825.0,0.0,0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
34.53859663722955,-120.53877962610625,1983,40,46.06,4.74,1,728,5,382.9717807188021,9.215857595500147,4647.514896618536,22.250554372808377,0.0,1825.0,0.0,0,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False
36.52297395192713,-118.53053702062543,1924,99,20.84,6.4,5,396,3,668.5832407115574,5.293973190373604,4846.48851702673,20.654700987294113,0.0,1825.0,0.0,0,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
41.10112877598301,-123.54148989374559,1943,80,77.84,6.96,3,633,5,894.3812701265247,2.5347990947514445,1428.7958142008056,26.566486485126525,0.0,1825.0,0.0,0,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
34.71566668803301,-118.39629311911878,1930,93,66.89,4.89,4,753,10,793.2660497527081,9.051197536841038,2365.061290250014,24.193225133092053,0.0,1825.0,0.0,0,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False
38.96987455742064,-122.00618205142906,1957,66,16.51,7.62,3,46,9,846.4353293723416,9.760598078407874,2761.3648784294387,26.324522839184816,0.0,1825.0,0.0,0,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True
36.14991739810259,-116.7604425886483,1967,56,41.77,4.94,2,739,6,93.7660555695653,1.6562393573849665,2832.764750838983,8.967611853075894,0.0,1825.0,0.0,0,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False
36.40646384828577,-118.17079023875536,1995,28,24.8,6.89,2,62,9,94.73390035566021,7.107036852905533,2858.9631832066525,6.476270682076505,0.0,1825.0,0.0,0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True
36.44078527220782,-121.62922574472759,1938,85,53.75,5.25,4,33,8,688.8771454068714,6.680905924600548,3094.946687474329,26.195152256334524,0.0,1825.0,0.0,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True
35.42388377782497,-115.92794978026285,1942,81,76.17,6.09,5,248,6,660.510884181492,2.1726535548350534,370.52168051891323,33.290906898610515,0.0,1825.0,0.0,0,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False
35.33061478964853,-119.00217610184238,1950,73,60.51,4.74,3,847,6,622.2319892305367,4.437008467247379,4461.821785752061,20.33565479573807,0.0,1825.0,0.0,0,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False
39.12784195012085,-122.60929364033237,1939,84,36.62,3.16,4,793,9,250.37868692742626,6.270102546462174,3099.303935388162,12.054958902707845,0.0,1825.0,0.0,0,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False
40.74886051683808,-123.61257141935285,1963,60,47.9,3.31,1,1026,7,717.5388178424668,0.4316919699646893,917.3560760745619,5.3569914205190745,0.0,1825.0,0.0,0,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
37.36093570009883,-118.91280840471418,1926,97,27.29,3.6,6,33,8,534.4020515436531,3.5089991071602133,2204.5445901367857,38.787923361957304,0.0,1825.0,0.0,0,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False
36.09833994653725,-120.95680824434486,1960,63,46.2,4.83,2,349,8,139.3954741657988,2.3915646222853706,526.2591723555615,14.401370608036027,0.0,1825.0,0.0,0,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False
41.01927153395104,-123.65754567055275,1954,69,58.35,5.78,3,835,3,872.8117592620168,4.218887688674238,3418.489376971591,48.383334637483905,0.0,1825.0,0.0,0,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
34.395315809714035,-116.76940457116588,1933,90,30.19,4.85,5,328,1,402.2628339509693,5.669328472262308,1366.7459204739873,12.278893361886555,0.0,1825.0,0.0,0,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
33.51364287607764,-115.56736166982722,1951,72,60.33,7.0,3,573,4,848.8317976191128,8.552974724223382,4847.789153122337,24.805936481631537,0.0,1825.0,0.0,0,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False
35.503867531816695,-118.3227799041519,1952,71,66.33,4.78,2,103,3,183.441392459027,4.180532547021888,3365.5724820808064,43.67395793485174,0.0,1825.0,0.0,0,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False
37.65706845082738,-119.96895449706736,1931,92,66.94,3.72,4,814,4,900.101859343126,6.57644789872172,64.96771666113843,11.188881794405216,0.0,1825.0,0.0,0,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False
36.841502083175946,-118.15844234323862,1949,74,37.17,6.58,5,345,10,33.823346326256164,5.325323550659218,2381.6852352678984,27.409921864734827,0.0,1825.0,0.0,0,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False
38.069183404159574,-119.1881688717131,1967,56,100.27,6.68,3,419,6,271.3257317526845,7.8936531390307705,1099.1870556137467,41.733985432955876,0.0,1825.0,0.0,0,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False
40.45616249552367,-121.01246266712315,1953,70,33.28,3.57,7,762,3,68.62548966235993,6.898665040790376,1882.109796786598,13.567750259528317,0.0,1825.0,0.0,0,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False
34.85815120619294,-118.43486448203875,1972,51,56.96,5.79,3,989,7,783.4737056258001,5.147221395723146,233.48514895947525,41.42321455919855,0.0,1825.0,0.0,0,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False
35.819176490968665,-119.58356580136552,1967,56,63.51,5.41,2,924,7,216.42746449211324,4.939361905165899,2600.27272522962,9.291896910060295,0.0,1825.0,0.0,0,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False
41.48809689026951,-120.5802521790626,1942,81,64.06,3.52,4,95,8,241.03681771955664,3.4242363815894405,1783.722176001155,46.4038164093434,0.0,1825.0,0.0,0,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False
40.38708871338642,-120.32957293900623,1944,79,96.11,4.3,4,904,2,624.1056629750166,7.653537270755213,2884.7668603558664,20.65604027445874,0.0,1825.0,0.0,0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
40.68014618975985,-122.19513948664994,1960,63,115.22,6.49,3,665,10,1.755061963854998,1.721185478099726,2358.8784717750104,26.660933884833824,0.0,1825.0,0.0,0,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False
36.349856836263044,-119.27661861321116,1921,102,29.65,5.47,7,692,4,486.95331267089114,5.280383275402251,1376.0385043722729,8.58692332530915,0.0,1825.0,0.0,0,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
39.824366292587044,-123.78337809378203,1946,77,18.1,3.81,6,295,1,65.03663032019024,6.261729388605675,3454.5556651416746,13.293322736177545,0.0,1825.0,0.0,0,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
36.42153873076415,-117.09828172826599,1948,75,33.83,6.45,4,373,6,689.684798553662,4.036133245253426,749.8584468455083,19.044926604381672,0.0,1825.0,0.0,0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True
36.99549612177267,-121.21502400669134,1945,78,45.24,6.22,6,982,7,404.25563589065547,5.630836159520449,4474.759505789205,5.340932580664386,1.0,146.0,5793.59,0,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False
35.4952582093908,-118.83534143005896,1935,88,68.64,3.11,9,376,10,562.3685884048544,1.8973278019180506,1250.9657585173034,12.482010488332946,0.0,1825.0,0.0,0,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False
35.32152732632138,-115.54537087223504,1957,66,34.01,7.91,5,884,3,202.79682858193382,3.1838598106129465,142.0175387223377,30.14064074191665,0.0,1825.0,0.0,0,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False
37.37054085465683,-122.07796697696354,1967,56,77.35,7.64,3,61,1,940.9102845054648,8.405706390138143,4681.004225350668,10.038138739658848,0.0,1825.0,0.0,0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True
33.96201111022862,-115.93375218759851,1971,52,34.64,7.78,4,983,6,170.45347792848077,4.45286768931671,3692.657618572265,47.126424373742786,0.0,1825.0,0.0,0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True
34.9676609457231,-116.90408880626985,1945,78,51.67,5.96,7,352,9,533.3041442168393,2.953891938453943,3757.6231864872034,10.756240594335697,0.0,1825.0,0.0,0,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False
41.335858329842516,-123.38874201479987,1964,59,89.37,3.97,1,16,8,879.5732560649302,3.525586334215305,577.0022437540906,7.884208244789301,0.0,1825.0,0.0,0,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False
34.96813402010952,-117.84294011745408,1950,73,89.71,7.66,3,730,1,762.4587987656519,1.1175676558146452,4421.848156215792,35.19446533893511,0.0,1825.0,0.0,0,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False
33.209596968699614,-115.5496460784142,1986,37,37.62,4.26,0,737,4,144.325106071967,9.648522398968396,4874.706004135279,41.39696598647191,0.0,1825.0,0.0,0,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False
36.548722371241745,-119.76043624453841,1953,70,81.09,5.16,4,569,6,797.856692838332,9.106056344918853,3060.704010258173,42.08936048122688,0.0,1825.0,0.0,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True
34.26249239917965,-115.37945673646608,1948,75,51.04,5.41,1,520,6,50.10158109363771,8.984380659377102,3115.688087687538,9.068993531168962,0.0,1825.0,0.0,0,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False
38.68943493462152,-121.07778262850321,1959,64,25.57,6.61,6,587,9,61.64156991711178,3.0350796291043247,2732.4748121686657,7.717106205967724,1.0,10.0,4485.88,1,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False
37.08238562474012,-122.29132941085189,1962,61,61.7,3.21,4,222,9,297.76929635142426,2.1947641258658424,3369.786923691644,49.08172587482873,0.0,1825.0,0.0,0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False
35.72477682915666,-115.94433630566162,1934,89,81.3,3.41,2,121,3,153.77581294576504,1.6192245109522663,2779.5123114550315,37.33672354666459,0.0,1825.0,0.0,0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False
41.77071993028175,-120.96259418640338,1933,90,26.3,3.36,1,861,5,550.6893626074643,9.414794630964897,4168.47580152155,48.57879478449045,0.0,1825.0,0.0,0,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False
36.542186677256716,-120.86768257825689,1953,70,73.14,7.37,5,529,8,801.7887164471366,4.541567269902745,334.93020635069314,35.88939675756089,0.0,1825.0,0.0,0,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False
40.44198160592149,-122.0241830134283,1958,65,44.39,5.03,3,890,9,447.2378691515039,0.45642792066996507,1039.9925256734305,13.079488242508882,0.0,1825.0,0.0,0,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False
41.70941706218523,-121.78959895663816,1951,72,41.03,4.69,5,686,5,405.7891266509477,7.575217989919737,575.8436761027763,36.9060549468814,0.0,1825.0,0.0,0,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False
41.873583313393034,-123.20880651043892,1928,95,94.41,5.4,2,1062,8,498.23068109955915,0.19415631604782657,4145.9276924446685,25.578777164525576,0.0,1825.0,0.0,0,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False
37.398162271502876,-119.36711090730233,1948,75,27.61,3.47,7,113,2,749.8059302165776,2.871429411809939,1986.5964862232843,18.72256994972374,0.0,1825.0,0.0,0,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False
38.92687716488384,-122.23541089982398,1934,89,45.29,6.91,9,821,7,525.5707736328307,4.77455824088,830.6155590056225,7.9303478306172694,0.0,1825.0,0.0,0,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False
35.98138458127828,-120.34018673810282,1959,64,23.52,6.34,5,628,10,956.7660632416197,0.34653723379326373,867.6981075105672,29.766776091776553,0.0,1825.0,0.0,0,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False
37.50292607405512,-121.91626858262102,1968,55,69.4,7.77,2,140,6,579.9272416617837,5.0563587406758135,1998.8384763506313,16.65285531239062,0.0,1825.0,0.0,0,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True
37.55647202672088,-118.40021344074063,1956,67,48.04,4.48,4,558,7,853.3045864402998,7.817418402516639,2815.7257753115105,31.98919457375478,0.0,1825.0,0.0,0,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False
38.64275617751717,-122.66487885031253,1940,83,56.72,6.83,2,482,2,849.9618149572583,7.453364259735147,4113.344066767082,36.975973578755045,0.0,1825.0,0.0,0,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False
36.99247367351523,-118.87873993065206,1955,68,25.39,3.71,4,458,7,830.1256905293341,8.125345458190486,2644.3939968798422,44.67504634917609,1.0,124.0,4254.97,0,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False
35.740355232505095,-115.90357590024806,1947,76,18.88,6.09,3,159,5,991.6844560041292,4.270600586937203,475.9833409869074,36.38664214192842,2.0,25.0,26273.61,1,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False
35.075900646751755,-118.27547408763905,1938,85,31.02,6.17,5,979,3,754.0075643580101,6.792062540736021,3997.176445430583,24.001576538801,0.0,1825.0,0.0,0,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False
41.3081892850548,-122.03625814051773,1948,75,65.63,3.45,5,480,7,793.0234754340296,9.218750237091518,4507.585849884923,25.989411393258827,1.0,59.0,4036.12,1,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False
37.761121286767576,-121.29199473809075,1935,88,38.84,3.58,7,577,2,398.4301004690257,2.2225786522596636,2067.158852203034,35.3874042479908,0.0,1825.0,0.0,0,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True
34.62433712771496,-114.44810967710683,1981,42,42.11,7.15,4,916,2,212.26827119181945,9.341890537593049,1653.6084704614445,25.663076621529825,0.0,1825.0,0.0,0,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False
37.30802177104413,-122.0582107371635,1962,61,47.73,4.93,2,381,2,610.8740193500606,9.184104582732132,1003.6436281863614,40.19954847042482,0.0,1825.0,0.0,0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False
33.04891532946548,-117.20213009698519,1946,77,33.0,5.55,7,767,3,934.7154450444302,7.773098993349013,2793.5006832134486,39.31898808228719,0.0,1825.0,0.0,0,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False
35.993713833334255,-120.15163759844627,1971,52,49.06,3.06,5,699,5,727.0595823939997,3.0977252046804904,2625.20790021198,38.82687704838426,0.0,1825.0,0.0,0,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False
40.521392286026355,-123.47013290176544,1932,91,94.27,6.93,8,231,5,715.4636244653719,3.094630459514114,858.985445710036,26.019910020544007,0.0,1825.0,0.0,0,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False
36.170314643558996,-119.77369345959252,1964,59,65.98,3.53,0,147,5,841.421017179889,4.741642334405119,3572.9464418573684,45.40418125624493,0.0,1825.0,0.0,0,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False
36.18215469908631,-119.64955716495497,1973,50,77.52,3.34,1,367,1,833.6536948597096,9.858608919236696,2664.8399505424513,37.39198116311247,1.0,21.0,6373.01,1,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False
35.306725386035495,-116.4231569476996,1944,79,35.17,6.99,7,782,1,315.81764867266094,0.8427816902044971,1227.1768111733677,23.70866451289761,0.0,1825.0,0.0,0,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False
41.316794583097476,-122.14153607563955,1942,81,49.93,7.43,8,301,8,915.3499772138325,6.9313413057973605,1447.556357736775,29.449348840009886,0.0,1825.0,0.0,0,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False
39.65527969117733,-121.67202136782873,1959,64,38.09,6.79,3,1053,7,559.5802060760506,5.987392638097989,2539.5677979862994,49.7911135955598,0.0,1825.0,0.0,0,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False
35.453824835071764,-116.70534546898865,1930,93,13.32,7.16,1,1043,3,804.6715261401623,7.962994035293978,1242.3963605915883,12.565056375622614,0.0,1825.0,0.0,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True
36.161070888949936,-117.74466561092626,1963,60,38.66,5.01,3,697,7,387.8770207601898,7.167401201302036,4682.78740452732,26.206239787663456,2.0,44.0,2402.3050000000003,1,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False
37.12267779131565,-118.20662586053919,1950,73,55.51,4.05,3,112,7,592.6623687745597,3.2611609150292855,4797.890042543583,29.509949879942486,1.0,127.0,4369.45,0,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False
34.74064719186503,-120.60006898033302,1950,73,23.46,7.96,6,253,6,96.09574298503598,9.85689196219505,4826.154412263903,38.934371995685126,0.0,1825.0,0.0,0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False
35.094172694741715,-119.06017295449244,1939,84,42.58,5.29,2,742,7,466.98109633505914,6.022704559971043,2012.126789430454,23.868125469533204,0.0,1825.0,0.0,0,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False
37.21638094737535,-119.91306762254061,1966,57,44.54,4.23,3,204,6,207.79950355544597,8.768822112712325,1644.311045456115,47.946620414011534,0.0,1825.0,0.0,0,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False
41.111155806771905,-123.03792360326526,1941,82,48.58,5.09,5,983,1,535.8705120070184,4.230095949544768,4190.838001833822,9.804431580368455,0.0,1825.0,0.0,0,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True
38.281009090616436,-120.83018309308841,1942,81,40.57,5.72,3,21,9,478.5594953211495,0.18268525404577796,1486.1033134387592,14.727025617310343,1.0,18.0,42966.97,1,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False
36.41177264505283,-117.66477859491498,1951,72,83.11,4.29,3,375,8,833.2111732895054,5.8918743651712475,3223.6736587772825,41.048080167567136,0.0,1825.0,0.0,0,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False
40.77049503793707,-121.99263978049383,1953,70,53.42,4.9,4,475,9,565.8955200208956,0.6811339142608708,3737.142640486474,39.36081203685844,0.0,1825.0,0.0,0,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False
40.080184516351,-120.34231003704423,1931,92,62.33,4.38,3,612,5,287.7166678083618,3.058103282290181,3716.2085146695235,18.208151899250673,0.0,1825.0,0.0,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True
36.68307247449931,-118.03937073676708,1937,86,76.14,7.41,2,130,1,296.8471394285823,0.7072422017046032,3373.864775089566,12.82489150306811,0.0,1825.0,0.0,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True
32.77895951147273,-115.8589363146744,1985,38,28.08,7.94,3,981,3,356.3548301946059,8.330482528353475,127.93136986141762,26.396631513048785,0.0,1825.0,0.0,0,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False
33.328204944402394,-116.94968680278451,1932,91,66.05,4.27,2,482,8,589.0312402553358,1.8280887580806515,937.0074622084945,34.506468895733185,1.0,103.0,20027.35,0,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False
34.087754108976604,-117.61953469823759,1948,75,38.97,6.82,5,209,3,985.0406122195056,9.176030186896615,3128.1006836730453,12.866543051952828,0.0,1825.0,0.0,0,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
36.747027666161046,-119.66623815237978,1951,72,54.21,7.29,4,1086,9,96.81852563349203,7.429111177292688,3285.5569787021495,10.397758492839003,0.0,1825.0,0.0,0,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False
35.395135406168265,-115.7913560189821,1946,77,98.7,5.34,3,221,9,805.5331747740602,6.131824264378029,3252.4783972475193,47.80522172065474,0.0,1825.0,0.0,0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False
32.95735694179436,-115.01960255048414,1958,65,48.2,7.16,2,1058,1,614.1130013736055,5.149513705701908,1795.0727385969801,24.761737296655646,0.0,1825.0,0.0,0,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False
32.73884860363409,-117.20827021062756,1970,53,30.04,5.23,3,771,6,172.04157020912047,6.020925587898263,1033.4723708791905,24.511240181343556,0.0,1825.0,0.0,0,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False
35.05510998535148,-120.22679494884022,1953,70,22.29,5.35,5,554,4,302.2684068385497,9.8587818298841,4661.171972766609,22.357745006424526,1.0,37.0,15553.36,1,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False
37.37034339658596,-121.41836735631472,1922,101,52.71,5.47,5,583,8,902.4445341743362,9.437895639847012,193.19711299073617,34.21406460686501,0.0,1825.0,0.0,0,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False
38.873958545053824,-121.78918083099272,1953,70,66.68,6.31,3,331,10,854.9106045265339,6.452004852313427,2035.3351502384949,39.14010580544799,0.0,1825.0,0.0,0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
35.550270422326975,-116.6265669734171,1929,94,69.32,3.77,9,985,5,772.7368205027648,8.119975476126305,1086.5191593321056,5.099790550656267,0.0,1825.0,0.0,0,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False
35.76008985514025,-116.8436783807308,1929,94,41.16,7.11,8,678,2,713.6024747021961,8.167413778267402,498.25147817877615,39.078102271357054,0.0,1825.0,0.0,0,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False
34.08517191613815,-119.97944194614682,1955,68,83.78,4.56,3,832,4,977.905493794252,2.8831335480735207,1079.854413034429,28.41476545034254,0.0,1825.0,0.0,0,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False
41.29355463524069,-120.15142264455362,1959,64,37.14,7.97,2,637,4,779.7369518764683,1.0684522965155874,299.2636286786132,46.54343391104017,0.0,1825.0,0.0,0,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False
37.0398452562113,-118.91129592293575,1969,54,26.49,5.72,3,865,4,411.4932061335599,3.158125592314617,1362.56264806226,34.19973203123723,0.0,1825.0,0.0,0,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False
34.412465024313114,-120.35105369572466,1956,67,57.52,6.95,2,557,10,36.96233522086578,4.8630547399246336,3426.985677403402,8.520599976478938,0.0,1825.0,0.0,0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True
41.46839989134128,-122.93764232124629,1965,58,61.9,5.56,7,364,3,150.84595962557202,6.274383590098446,3149.608271555881,12.347221983310018,0.0,1825.0,0.0,0,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
33.09334713938118,-115.22361998864636,1928,95,41.64,4.5,5,18,2,447.52409241721716,7.91875722384022,3278.875064873479,37.975492451740344,0.0,1825.0,0.0,0,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False
